File,File.Name,Number.of.observations,population,measure,description,year,elig,race_code,sex_code,adjust,dual,url
"year 18, eligcat all , dual 0",MA_Precare_Final_long_year_18_eligcat_all_dual_0.csv,6856167,m,c,Preventive Care,18,.,,,,0,ma_precare_final_long_year_18_eligcat_all_dual_0
"year 18, eligcat all , dual 1",MA_Precare_Final_long_year_18_eligcat_all_dual_1.csv,4751681,m,c,Preventive Care,18,.,,,,1,ma_precare_final_long_year_18_eligcat_all_dual_1
"year 18, eligcat all , dual all",MA_Precare_Final_long_year_18_eligcat_all_dual_all.csv,7241922,m,c,Preventive Care,18,.,,,,.,ma_precare_final_long_year_18_eligcat_all_dual_all
"year 18, eligcat 0, dual 0",MA_Precare_Final_long_year_18_eligcat_0_dual_0.csv,5677422,m,c,Preventive Care,18,0,,,,0,ma_precare_final_long_year_18_eligcat_0_dual_0
"year 18, eligcat 0, dual 1",MA_Precare_Final_long_year_18_eligcat_0_dual_1.csv,3358648,m,c,Preventive Care,18,0,,,,1,ma_precare_final_long_year_18_eligcat_0_dual_1
"year 18, eligcat 0, dual all",MA_Precare_Final_long_year_18_eligcat_0_dual_all.csv,"5,868,35",m,c,Preventive Care,18,0,,,,.,ma_precare_final_long_year_18_eligcat_0_dual_all
"year 18, eligcat 1, dual 0",MA_Precare_Final_long_year_18_eligcat_1_dual_0.csv,4663703,m,c,Preventive Care,18,1,,,,0,ma_precare_final_long_year_18_eligcat_1_dual_0
"year 18, eligcat 1, dual 1",MA_Precare_Final_long_year_18_eligcat_1_dual_1.csv,3571606,m,c,Preventive Care,18,1,,,,1,ma_precare_final_long_year_18_eligcat_1_dual_1
"year 18, eligcat 1, dual all",MA_Precare_Final_long_year_18_eligcat_1_dual_all.csv,5188174,m,c,Preventive Care,18,1,,,,.,ma_precare_final_long_year_18_eligcat_1_dual_all
year 15,MA_PQI_Final_long_year_15.csv,9585954,m,q,PQI ,15,,,,,,ma_pqi_final_long_year_15
year 16,MA_PQI_Final_long_year_16.csv,9813537,m,q,PQI ,16,,,,,,ma_pqi_final_long_year_16
year 17,MA_PQI_Final_long_year_17.csv,10103213,m,q,PQI ,17,,,,,,ma_pqi_final_long_year_17
year 18,MA_PQI_Final_long_year_18.csv,10367598,m,q,PQI ,18,,,,,,ma_pqi_final_long_year_18
year 15,MA_Readmission_Final_long_15.csv,716736,m,r,Readmission ,15,,,,,,ma_readmission_final_long_15
year 16,MA_Readmission_Final_long_16.csv,739428,m,r,Readmission ,16,,,,,,ma_readmission_final_long_16
year 17,MA_Readmission_Final_long_17.csv,776177,m,r,Readmission ,17,,,,,,ma_readmission_final_long_17
year 18,MA_Readmission_Final_long_18.csv,793906,m,r,Readmission ,18,,,,,,ma_readmission_final_long_18
year 15,MA_Mortality_Final_long_15.csv,309316,m,m,Mortality ,15,,,,,,ma_mortality_final_long_15
year 16,MA_Mortality_Final_long_16.csv,323579,m,m,Mortality ,16,,,,,,ma_mortality_final_long_16
year 17,MA_Mortality_Final_long_17.csv,346221,m,m,Mortality ,17,,,,,,ma_mortality_final_long_17
year 18,MA_Mortality_Final_long_18.csv,358083,m,m,Mortality ,18,,,,,,ma_mortality_final_long_18
"year 15, dual 0",MA_Admsn_Final_long_dual_0_15.csv,688884,m,n,Admission Type,15,,,,,0,ma_admsn_final_long_dual_0_15
"year 15, dual 1",MA_Admsn_Final_long_dual_1_15.csv,371564,m,n,Admission Type,15,,,,,1,ma_admsn_final_long_dual_1_15
"year 15, dual all",MA_Admsn_Final_long_dual_all_15.csv,786092,m,n,Admission Type,15,,,,,.,ma_admsn_final_long_dual_all_15
"year 16, dual 0",MA_Admsn_Final_long_dual_0_16.csv,702348,m,n,Admission Type,16,,,,,0,ma_admsn_final_long_dual_0_16
"year 16, dual 1",MA_Admsn_Final_long_dual_1_16.csv,394384,m,n,Admission Type,16,,,,,1,ma_admsn_final_long_dual_1_16
"year 16, dual all",MA_Admsn_Final_long_dual_all_16.csv,805092,m,n,Admission Type,16,,,,,.,ma_admsn_final_long_dual_all_16
"year 17, dual 0",MA_Admsn_Final_long_dual_0_17.csv,736468,m,n,Admission Type,17,,,,,0,ma_admsn_final_long_dual_0_17
"year 17, dual 1",MA_Admsn_Final_long_dual_1_17.csv,424264,m,n,Admission Type,17,,,,,1,ma_admsn_final_long_dual_1_17
"year 17, dual all",MA_Admsn_Final_long_dual_all_17.csv,842864,m,n,Admission Type,17,,,,,.,ma_admsn_final_long_dual_all_17
"year 18, dual 0",MA_Admsn_Final_long_dual_0_18.csv,758528,m,n,Admission Type,18,,,,,0,ma_admsn_final_long_dual_0_18
"year 18, dual 1",MA_Admsn_Final_long_dual_1_18.csv,457696,m,n,Admission Type,18,,,,,1,ma_admsn_final_long_dual_1_18
"year 18, dual all",MA_Admsn_Final_long_dual_all_18.csv,871296,m,n,Admission Type,18,,,,,.,ma_admsn_final_long_dual_all_18
"year 15, dual 0",MA_Dschrg_Final_long_dual_0_15.csv ,688884,m,d,Discharge Destination,15,,,,,0,ma_dschrg_final_long_dual_0_15
"year 15, dual 1",MA_Dschrg_Final_long_dual_1_15.csv ,371564,m,d,Discharge Destination,15,,,,,1,ma_dschrg_final_long_dual_1_15
"year 15, dual all",MA_Dschrg_Final_long_dual_all_15.csv ,786092,m,d,Discharge Destination,15,,,,,.,ma_dschrg_final_long_dual_all_15
"year 16, dual 0",MA_Dschrg_Final_long_dual_0_16.csv ,702348,m,d,Discharge Destination,16,,,,,0,ma_dschrg_final_long_dual_0_16
"year 16, dual 1",MA_Dschrg_Final_long_dual_1_16.csv ,394384,m,d,Discharge Destination,16,,,,,1,ma_dschrg_final_long_dual_1_16
"year 16, dual all",MA_Dschrg_Final_long_dual_all_16.csv ,805092,m,d,Discharge Destination,16,,,,,.,ma_dschrg_final_long_dual_all_16
"year 17, dual 0",MA_Dschrg_Final_long_dual_0_17.csv ,736468,m,d,Discharge Destination,17,,,,,0,ma_dschrg_final_long_dual_0_17
"year 17, dual 1",MA_Dschrg_Final_long_dual_1_17.csv ,424264,m,d,Discharge Destination,17,,,,,1,ma_dschrg_final_long_dual_1_17
"year 17, dual all",MA_Dschrg_Final_long_dual_all_17.csv ,842864,m,d,Discharge Destination,17,,,,,.,ma_dschrg_final_long_dual_all_17
"year 18, dual 0",MA_Dschrg_Final_long_dual_0_18.csv ,758528,m,d,Discharge Destination,18,,,,,0,ma_dschrg_final_long_18_ac
"year 18, dual 1",MA_Dschrg_Final_long_dual_1_18.csv ,457696,m,d,Discharge Destination,18,,,,,1,ma_dschrg_final_long_18_ac
"year 18, dual all",MA_Dschrg_Final_long_dual_all_18.csv ,871296,m,d,Discharge Destination,18,,,,,.,ma_dschrg_final_long_18_ac
year 15,MA_Ipdays_Final_long_15.csv ,578491,m,i,Inpatient Days,15,,,,,,ma_ipdays_final_long_15
year 16,MA_Ipdays_Final_long_16.csv ,596077,m,i,Inpatient Days,16,,,,,,ma_ipdays_final_long_16
year 17,MA_Ipdays_Final_long_17.csv ,627105,m,i,Inpatient Days,17,,,,,,ma_ipdays_final_long_17
year 18,MA_Ipdays_Final_long_18.csv ,652697,m,i,Inpatient Days,18,,,,,,ma_ipdays_final_long_18_ac
"year 15, sex 1",MA_PSI_Final_long_sex_1_15.csv ,309315,m,s,PSI,15,,,1,,,ma_psi_final_long_sex_1_15.
"year 15, sex 2",MA_PSI_Final_long_sex_2_15.csv ,346792,m,s,PSI,15,,,2,,,ma_psi_final_long_sex_2_15.
"year 15, sex all",MA_PSI_Final_long_sex_all_15.csv,526588,m,s,PSI,15,,,.,,,ma_psi_final_long_sex_all_15
"year 16, sex 1",MA_PSI_Final_long_sex_1_16.csv ,801256,m,s,PSI,16,,,1,,,ma_psi_final_long_sex_1_16.
"year 16, sex 2",MA_PSI_Final_long_sex_2_16.csv ,856494,m,s,PSI,16,,,2,,,ma_psi_final_long_sex_2_16.
"year 16, sex all",MA_PSI_Final_long_sex_all_16.csv,1197085,m,s,PSI,16,,,.,,,ma_psi_final_long_sex_all_16
"year 17, sex 1",MA_PSI_Final_long_sex_1_17.csv ,868540,m,s,PSI,17,,,1,,,ma_psi_final_long_sex_1_17.
"year 17, sex 2",MA_PSI_Final_long_sex_2_17.csv ,931470,m,s,PSI,17,,,2,,,ma_psi_final_long_sex_2_17.
"year 17, sex all",MA_PSI_Final_long_sex_all_17.csv,1287487,m,s,PSI,17,,,.,,,ma_psi_final_long_sex_all_17
"year 18, sex 1",MA_PSI_Final_long_sex_1_18.csv ,922067,m,s,PSI,18,,,1,,,ma_psi_final_long_sex_1_18.
"year 18, sex 2",MA_PSI_Final_long_sex_2_18.csv ,990609,m,s,PSI,18,,,2,,,ma_psi_final_long_sex_2_18.
"year 18, sex all",MA_PSI_Final_long_sex_all_18.csv,1356627,m,s,PSI,18,,,.,,,ma_psi_final_long_sex_all_18
,market_saturation.csv,0,f,o,Number of Providers,456789,,,,,,market_saturation
year 20,market_saturation.csv,0,f,o,Number of Providers,20,,,,,,market_saturation
year 21,market_saturation.csv,1,f,o,Number of Providers,21,,,,,,market_saturation
"year 21, dual 0",Admsn_Final_long_dual_0_21.csv,0,f,n,Admission Type,21,,,,,0,admsn_final_long_dual_0_21_f
"year 21, dual 1",Admsn_Final_long_dual_1_21.csv,0,f,n,Admission Type,21,,,,,1,admsn_final_long_dual_1_21_f
"year 21, dual all",Admsn_Final_long_dual_all_21.csv,0,f,n,Admission Type,21,,,,,.,admsn_final_long_dual_all_21_f
"year 21, dual 0",Dschrg_Final_long_dual_0_21.csv,0,f,d,Discharge Destination,21,,,,,0,dschrg_final_long_dual_0_21_f
"year 21, dual 1",Dschrg_Final_long_dual_1_21.csv,0,f,d,Discharge Destination,21,,,,,1,dschrg_final_long_dual_1_21_f
"year 21, dual all",Dschrg_Final_long_dual_all_21.csv,0,f,d,Discharge Destination,21,,,,,.,dschrg_final_long_dual_all_21_f
year 21,Ipdays_Final_long_21.csv,0,f,i,Inpatient Days,21,,,,,,ipdays_final_long_21_f
year 21,Mdcr_pmt_Final_long_21.csv,0,f,b,Medicare Reimbursement,21,,,,,,mdcr_pmt_final_long_21_f
"year 21, sex 1",PSI_Final_long_sex_1_21.csv,0,f,s,PSI,21,,,1,,,psi_final_long_sex_1_21_f
"year 21, sex 2",PSI_Final_long_sex_2_21.csv,0,f,s,PSI,21,,,2,,,psi_final_long_sex_2_21_f
"year 21, sex all",PSI_Final_long_sex_all_21.csv,0,f,s,PSI,21,,,.,,,psi_final_long_sex_all_21_f
,market_saturation.csv,0,f,u,Users Per Provider,456789,,,,,,market_saturation
year 20,market_saturation.csv,0,f,u,Users Per Provider,20,,,,,,market_saturation
year 21,market_saturation.csv,1,f,u,Users Per Provider,21,,,,,,market_saturation
year 20,SDOH,0,f,1,Percent with only high school diploma,20,,,,,,sdoh_countystatedata_2020
year 20,SDOH,0,f,2,Percent current on preventive services (65+) ,20,,,,,,sdoh_countystatedata_2020
year 20,SDOH,0,f,3,Particulate matter (PM2.5),20,,,,,,sdoh_countystatedata_2020
year 20,SDOH,0,f,4,Social Vulnerability Index (SVI),20,,,,,,sdoh_countystatedata_2020
year 20,SDOH,0,f,5,Median household income ,20,,,,,,sdoh_countystatedata_2020
year 20,SDOH,0,f,6,Percent owner-occupied housing units,20,,,,,,sdoh_countystatedata_2020
year 20,SDOH,0,f,7,Percent housing units with no vehicle,20,,,,,,sdoh_countystatedata_2020
year 22,,0,f,v,Prevalence,22,,2,,12,,prev_final_long_fltr12_racecat_2_22_f
year 22,,0,f,v,Prevalence,22,,4,,12,,prev_final_long_fltr12_racecat_4_22_f
year 22,,0,f,v,Prevalence,22,,5,,12,,prev_final_long_fltr12_racecat_5_22_f
year 22,,0,f,v,Prevalence,22,,6,,12,,prev_final_long_fltr12_racecat_6_22_f
year 22,,0,f,v,Prevalence,22,,.,1,12,,prev_final_long_fltr12_racecat_all_sexcat_1_22_f
year 22,,0,f,v,Prevalence,22,,.,2,12,,prev_final_long_fltr12_racecat_all_sexcat_2_22_f
year 22,,0,f,v,Prevalence,22,,.,.,12,,prev_final_long_fltr12_racecat_all_sexcat_all_22_f
year 22,,0,f,v,Prevalence,22,,1,1,12,,prev_final_long_fltr12_racecat_1_sexcat_1_22_f
year 22,,0,f,v,Prevalence,22,,1,2,12,,prev_final_long_fltr12_racecat_1_sexcat_2_22_f
year 22,,0,f,v,Prevalence,22,,1,.,12,,prev_final_long_fltr12_racecat_1_sexcat_all_22_f
year 22,,0,f,v,Prevalence,22,,2,,34,,prev_final_long_fltr34_racecat_2_22_f
year 22,,0,f,v,Prevalence,22,,4,,34,,prev_final_long_fltr34_racecat_4_22_f
year 22,,0,f,v,Prevalence,22,,5,,34,,prev_final_long_fltr34_racecat_5_22_f
year 22,,0,f,v,Prevalence,22,,6,,34,,prev_final_long_fltr34_racecat_6_22_f
year 22,,0,f,v,Prevalence,22,,.,1,34,,prev_final_long_fltr34_racecat_all_sexcat_1_22_f
year 22,,0,f,v,Prevalence,22,,.,2,34,,prev_final_long_fltr34_racecat_all_sexcat_2_22_f
year 22,,0,f,v,Prevalence,22,,.,.,34,,prev_final_long_fltr34_racecat_all_sexcat_all_22_f
year 22,,0,f,v,Prevalence,22,,1,1,34,,prev_final_long_fltr34_racecat_1_sexcat_1_22_f
year 22,,0,f,v,Prevalence,22,,1,2,34,,prev_final_long_fltr34_racecat_1_sexcat_2_22_f
year 22,,0,f,v,Prevalence,22,,1,.,34,,prev_final_long_fltr34_racecat_1_sexcat_all_22_f
year 22,,0,f,h,Hospitalization,22,,2,,12,,hosp_final_long_fltr12_racecat_2_22_f
year 22,,0,f,h,Hospitalization,22,,4,,12,,hosp_final_long_fltr12_racecat_4_22_f
year 22,,0,f,h,Hospitalization,22,,5,,12,,hosp_final_long_fltr12_racecat_5_22_f
year 22,,0,f,h,Hospitalization,22,,6,,12,,hosp_final_long_fltr12_racecat_6_22_f
year 22,,0,f,h,Hospitalization,22,,.,1,12,,hosp_final_long_fltr12_racecat_all_sexcat_1_22_f
year 22,,0,f,h,Hospitalization,22,,.,2,12,,hosp_final_long_fltr12_racecat_all_sexcat_2_22_f
year 22,,0,f,h,Hospitalization,22,,.,.,12,,hosp_final_long_fltr12_racecat_all_sexcat_all_22_f
year 22,,0,f,h,Hospitalization,22,,1,1,12,,hosp_final_long_fltr12_racecat_1_sexcat_1_22_f
year 22,,0,f,h,Hospitalization,22,,1,2,12,,hosp_final_long_fltr12_racecat_1_sexcat_2_22_f
year 22,,0,f,h,Hospitalization,22,,1,.,12,,hosp_final_long_fltr12_racecat_1_sexcat_all_22_f
year 22,,0,f,h,Hospitalization,22,,2,,34,,hosp_final_long_fltr34_racecat_2_22_f
year 22,,0,f,h,Hospitalization,22,,4,,34,,hosp_final_long_fltr34_racecat_4_22_f
year 22,,0,f,h,Hospitalization,22,,5,,34,,hosp_final_long_fltr34_racecat_5_22_f
year 22,,0,f,h,Hospitalization,22,,6,,34,,hosp_final_long_fltr34_racecat_6_22_f
year 22,,0,f,h,Hospitalization,22,,.,1,34,,hosp_final_long_fltr34_racecat_all_sexcat_1_22_f
year 22,,0,f,h,Hospitalization,22,,.,2,34,,hosp_final_long_fltr34_racecat_all_sexcat_2_22_f
year 22,,0,f,h,Hospitalization,22,,.,.,34,,hosp_final_long_fltr34_racecat_all_sexcat_all_22_f
year 22,,0,f,h,Hospitalization,22,,1,1,34,,hosp_final_long_fltr34_racecat_1_sexcat_1_22_f
year 22,,0,f,h,Hospitalization,22,,1,2,34,,hosp_final_long_fltr34_racecat_1_sexcat_2_22_f
year 22,,0,f,h,Hospitalization,22,,1,.,34,,hosp_final_long_fltr34_racecat_1_sexcat_all_22_f
year 22,,0,f,e,Emergency Room,22,,2,,12,,ed_final_long_fltr12_racecat_2_22_f
year 22,,0,f,e,Emergency Room,22,,4,,12,,ed_final_long_fltr12_racecat_4_22_f
year 22,,0,f,e,Emergency Room,22,,5,,12,,ed_final_long_fltr12_racecat_5_22_f
year 22,,0,f,e,Emergency Room,22,,6,,12,,ed_final_long_fltr12_racecat_6_22_f
year 22,,0,f,e,Emergency Room,22,,.,1,12,,ed_final_long_fltr12_racecat_all_sexcat_1_22_f
year 22,,0,f,e,Emergency Room,22,,.,2,12,,ed_final_long_fltr12_racecat_all_sexcat_2_22_f
year 22,,0,f,e,Emergency Room,22,,.,.,12,,ed_final_long_fltr12_racecat_all_sexcat_all_22_f
year 22,,0,f,e,Emergency Room,22,,1,,12,0,ed_final_long_fltr12_racecat_1_dual_0_22_f
year 22,,0,f,e,Emergency Room,22,,1,,12,1,ed_final_long_fltr12_racecat_1_dual_1_22_f
year 22,,0,f,e,Emergency Room,22,,1,,12,.,ed_final_long_fltr12_racecat_1_dual_all_22_f
year 22,,0,f,e,Emergency Room,22,,2,,34,,ed_final_long_fltr34_racecat_2_22_f
year 22,,0,f,e,Emergency Room,22,,4,,34,,ed_final_long_fltr34_racecat_4_22_f
year 22,,0,f,e,Emergency Room,22,,5,,34,,ed_final_long_fltr34_racecat_5_22_f
year 22,,0,f,e,Emergency Room,22,,6,,34,,ed_final_long_fltr34_racecat_6_22_f
year 22,,0,f,e,Emergency Room,22,,.,1,34,,ed_final_long_fltr34_racecat_all_sexcat_1_22_f
year 22,,0,f,e,Emergency Room,22,,.,2,34,,ed_final_long_fltr34_racecat_all_sexcat_2_22_f
year 22,,0,f,e,Emergency Room,22,,.,.,34,,ed_final_long_fltr34_racecat_all_sexcat_all_22_f
year 22,,0,f,e,Emergency Room,22,,1,,34,0,ed_final_long_fltr34_racecat_1_dual_0_22_f
year 22,,0,f,e,Emergency Room,22,,1,,34,1,ed_final_long_fltr34_racecat_1_dual_1_22_f
year 22,,0,f,e,Emergency Room,22,,1,,34,.,ed_final_long_fltr34_racecat_1_dual_all_22_f
year 22,,0,f,t,Total Cost,22,,,,,0,totalcost_final_long_dual_0_22_f
year 22,,0,f,t,Total Cost,22,,,,,1,totalcost_final_long_dual_1_22_f
year 22,,0,f,t,Total Cost,22,,,,,.,totalcost_final_long_dual_all_22_f
year 22,,0,f,a,Risk-Adjusted Cost,22,,,,,0,riskcost_final_long_dual_0_22_f
year 22,,0,f,a,Risk-Adjusted Cost,22,,,,,1,riskcost_final_long_dual_1_22_f
year 22,,0,f,a,Risk-Adjusted Cost,22,,,,,.,riskcost_final_long_dual_all_22_f
year 22,,0,f,p,Principal Cost,22,,,,,0,principalcost_final_long_dual_0_22_f
year 22,,0,f,p,Principal Cost,22,,,,,1,principalcost_final_long_dual_1_22_f
year 22,,0,f,p,Principal Cost,22,,,,,.,principalcost_final_long_dual_all_22_f
year 22,,0,f,c,Preventive Care,22,2,,,,,precare_final_long_eligcat_2_22_f
year 22,,0,f,c,Preventive Care,22,3,,,,,precare_final_long_eligcat_3_22_f
year 22,,0,f,c,Preventive Care,22,.,,,,0,precare_final_long_eligcat_all_dual_0_22_f
year 22,,0,f,c,Preventive Care,22,.,,,,1,precare_final_long_eligcat_all_dual_1_22_f
year 22,,0,f,c,Preventive Care,22,.,,,,.,precare_final_long_eligcat_all_dual_all_22_f
year 22,,0,f,c,Preventive Care,22,0,,,,0,precare_final_long_eligcat_0_dual_0_22_f
year 22,,0,f,c,Preventive Care,22,0,,,,1,precare_final_long_eligcat_0_dual_1_22_f
year 22,,0,f,c,Preventive Care,22,0,,,,.,precare_final_long_eligcat_0_dual_all_22_f
year 22,,0,f,c,Preventive Care,22,1,,,,0,precare_final_long_eligcat_1_dual_0_22_f
year 22,,0,f,c,Preventive Care,22,1,,,,1,precare_final_long_eligcat_1_dual_1_22_f
year 22,,0,f,c,Preventive Care,22,1,,,,.,precare_final_long_eligcat_1_dual_all_22_f
year 22,,0,f,q,PQI,22,,,,,,pqi_final_long_year_22_f
year 22,,0,f,r,Readmission,22,,,,,,readmission_final_long_22_f
year 22,,0,f,m,Mortality,22,,,,,,mortality_final_long_22_f
year 22,market_saturation.csv,0,f,o,Number of Providers,22,,,,,,market_saturation_2022
year 22,market_saturation.csv,0,f,u,Users Per Provider,22,,,,,,market_saturation_2022
year 22,,0,f,n,Admission Type,22,,,,,0,admsn_final_long_dual_0_22_f
year 22,,0,f,n,Admission Type,22,,,,,1,admsn_final_long_dual_1_22_f
year 22,,0,f,n,Admission Type,22,,,,,.,admsn_final_long_dual_all_22_f
year 22,,0,f,d,Discharge Destination,22,,,,,0,dschrg_final_long_dual_0_22_f
year 22,,0,f,d,Discharge Destination,22,,,,,1,dschrg_final_long_dual_1_22_f
year 22,,0,f,d,Discharge Destination,22,,,,,.,dschrg_final_long_dual_all_22_f
year 22,,0,f,i,Inpatient Days,22,,,,,,ipdays_final_long_22_f
year 22,,0,f,b,Medicare Reimbursement,22,,,,,,mdcr_pmt_final_long_22_f
year 22,,0,f,s,PSI,22,,,1,,,psi_final_long_sex_1_22_f
year 22,,0,f,s,PSI,22,,,2,,,psi_final_long_sex_2_22_f
year 22,,0,f,s,PSI,22,,,.,,,psi_final_long_sex_all_22_f
year 19,,0,m,h,Hospitalization,19,,,,,,ma_hosp_final_long_19_ac
year 19,,0,m,d,Discharge Destination,19,,,,,,ma_dschrg_final_long_19_ac
year 19,,0,m,i,Inpatient Days,19,,,,,,ma_ipdays_final_long_19_ac
year 23,,,f,v,Prevalence,23,,2,,12,,prev_final_long_fltr12_racecat_2_23_p
year 23,,,f,v,Prevalence,23,,4,,12,,prev_final_long_fltr12_racecat_4_23_p
year 23,,,f,v,Prevalence,23,,5,,12,,prev_final_long_fltr12_racecat_5_23_p
year 23,,,f,v,Prevalence,23,,6,,12,,prev_final_long_fltr12_racecat_6_23_p
year 23,,,f,v,Prevalence,23,,.,1,12,,prev_final_long_fltr12_racecat_all_sexcat_1_23_p
year 23,,,f,v,Prevalence,23,,.,2,12,,prev_final_long_fltr12_racecat_all_sexcat_2_23_p
year 23,,,f,v,Prevalence,23,,.,.,12,,prev_final_long_fltr12_racecat_all_sexcat_all_23_p
year 23,,,f,v,Prevalence,23,,1,1,12,,prev_final_long_fltr12_racecat_1_sexcat_1_23_p
year 23,,,f,v,Prevalence,23,,1,2,12,,prev_final_long_fltr12_racecat_1_sexcat_2_23_p
year 23,,,f,v,Prevalence,23,,1,.,12,,prev_final_long_fltr12_racecat_1_sexcat_all_23_p
year 23,,,f,v,Prevalence,23,,2,,34,,prev_final_long_fltr34_racecat_2_23_p
year 23,,,f,v,Prevalence,23,,4,,34,,prev_final_long_fltr34_racecat_4_23_p
year 23,,,f,v,Prevalence,23,,5,,34,,prev_final_long_fltr34_racecat_5_23_p
year 23,,,f,v,Prevalence,23,,6,,34,,prev_final_long_fltr34_racecat_6_23_p
year 23,,,f,v,Prevalence,23,,.,1,34,,prev_final_long_fltr34_racecat_all_sexcat_1_23_p
year 23,,,f,v,Prevalence,23,,.,2,34,,prev_final_long_fltr34_racecat_all_sexcat_2_23_p
year 23,,,f,v,Prevalence,23,,.,.,34,,prev_final_long_fltr34_racecat_all_sexcat_all_23_p
year 23,,,f,v,Prevalence,23,,1,1,34,,prev_final_long_fltr34_racecat_1_sexcat_1_23_p
year 23,,,f,v,Prevalence,23,,1,2,34,,prev_final_long_fltr34_racecat_1_sexcat_2_23_p
year 23,,,f,v,Prevalence,23,,1,.,34,,prev_final_long_fltr34_racecat_1_sexcat_all_23_p
year 23,,,f,h,Hospitalization,23,,2,,12,,hosp_final_long_fltr12_racecat_2_23_p
year 23,,,f,h,Hospitalization,23,,4,,12,,hosp_final_long_fltr12_racecat_4_23_p
year 23,,,f,h,Hospitalization,23,,5,,12,,hosp_final_long_fltr12_racecat_5_23_p
year 23,,,f,h,Hospitalization,23,,6,,12,,hosp_final_long_fltr12_racecat_6_23_p
year 23,,,f,h,Hospitalization,23,,.,1,12,,hosp_final_long_fltr12_racecat_all_sexcat_1_23_p
year 23,,,f,h,Hospitalization,23,,.,2,12,,hosp_final_long_fltr12_racecat_all_sexcat_2_23_p
year 23,,,f,h,Hospitalization,23,,.,.,12,,hosp_final_long_fltr12_racecat_all_sexcat_all_23_p
year 23,,,f,h,Hospitalization,23,,1,1,12,,hosp_final_long_fltr12_racecat_1_sexcat_1_23_p
year 23,,,f,h,Hospitalization,23,,1,2,12,,hosp_final_long_fltr12_racecat_1_sexcat_2_23_p
year 23,,,f,h,Hospitalization,23,,1,.,12,,hosp_final_long_fltr12_racecat_1_sexcat_all_23_p
year 23,,,f,h,Hospitalization,23,,2,,34,,hosp_final_long_fltr34_racecat_2_23_p
year 23,,,f,h,Hospitalization,23,,4,,34,,hosp_final_long_fltr34_racecat_4_23_p
year 23,,,f,h,Hospitalization,23,,5,,34,,hosp_final_long_fltr34_racecat_5_23_p
year 23,,,f,h,Hospitalization,23,,6,,34,,hosp_final_long_fltr34_racecat_6_23_p
year 23,,,f,h,Hospitalization,23,,.,1,34,,hosp_final_long_fltr34_racecat_all_sexcat_1_23_p
year 23,,,f,h,Hospitalization,23,,.,2,34,,hosp_final_long_fltr34_racecat_all_sexcat_2_23_p
year 23,,,f,h,Hospitalization,23,,.,.,34,,hosp_final_long_fltr34_racecat_all_sexcat_all_23_p
year 23,,,f,h,Hospitalization,23,,1,1,34,,hosp_final_long_fltr34_racecat_1_sexcat_1_23_p
year 23,,,f,h,Hospitalization,23,,1,2,34,,hosp_final_long_fltr34_racecat_1_sexcat_2_23_p
year 23,,,f,h,Hospitalization,23,,1,.,34,,hosp_final_long_fltr34_racecat_1_sexcat_all_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,2,,12,,ed_final_long_fltr12_racecat_2_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,4,,12,,ed_final_long_fltr12_racecat_4_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,5,,12,,ed_final_long_fltr12_racecat_5_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,6,,12,,ed_final_long_fltr12_racecat_6_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,.,1,12,,ed_final_long_fltr12_racecat_all_sexcat_1_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,.,2,12,,ed_final_long_fltr12_racecat_all_sexcat_2_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,.,.,12,,ed_final_long_fltr12_racecat_all_sexcat_all_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,1,,12,0,ed_final_long_fltr12_racecat_1_dual_0_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,1,,12,1,ed_final_long_fltr12_racecat_1_dual_1_23_p
year 23,,,f,e,Emergency Department Visit Rate,23,,1,,12,.,ed_final_long_fltr12_racecat_1_dual_all_23_p
